durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_rojo,color_rojo_caoba,color_caoba,color_negro,color_caoba_oscuro,brix_rojo,brix_caoba_oscuro,brix_caoba,brix_negro,Temperatura_Ambiente,Temperatura_Pulpa,Variety
0,0,71.4,28.6,0,5.2,84.8,0,10,0,21.1,18.3,0,28.1,25,5
2.9,2.9,73.7,20.5,0,5.8,81.6,0,12.6,0,20.5,19,0,21,13.2,5
11.7,11.7,41.4,35.2,0,9.7,76.6,0,13.7,0,21.8,17.7,0,25,19,5
0,9,65,26,0,24,76,0,0,0,0,21.1,0,26,21.4,5
0,9,73,18,9,21,67,0,3,0,0,20.3,0,26.8,22,5
0,3,69,28,16,31,47,0,6,0,0,17.1,0,25,16,5
8.8,23.5,41.3,26.4,0,11.9,63,0,25.1,0,20.9,18.7,0,23.2,14,5
0,3,79,18,0,21,62,0,17,0,22.7,21.4,0,28,22,5
3,15,68,15,0,9,81,4,6,0,0,20.9,0,26.8,19.3,5
9,26,35,29,0,12,82,0,6,0,0,20.1,0,27.5,18,5
6,26,44,26,0,35,47,6,12,0,0,21.6,0,27.8,23.5,5
12,26,35,26,0,23,74,0,3,0,0,22.1,0,26.3,20.6,5
0,6,79,15,0,35,65,0,0,0,0,20.5,0,22.4,15,5
9,21,47,24,0,13,75,3,9,0,0,22,0,27.1,17.2,5
9,12,44,35,0,13,84,0,3,0,0,22.6,0,27.3,20,5
0,3.4,79.3,17.3,0,18.1,76.7,0,5.2,0,0,21.8,0,25,19,1
21.4,35.7,17.9,25,0,11.2,69.6,0,19.2,0,0,22.3,0,28.3,20.6,1
0,4,77,19,8,30,54,0,8,0,0,25.3,0,23,19,1
0,7,34,59,0,0,75,0,25,0,22.3,17.9,0,30,26,1
0,7,50,43,0,14,61,0,25,0,24.4,17.6,0,28,22.4,1
0,3,91,6,0,0,21,6,73,0,22.9,21,0,19.7,17,15
0,3,81,6,0,0,26,0,74,0,22.4,20,0,22,18,15
0,3,80,17,0,0,6,15,79,0,19.3,0,23.7,25.4,20.6,15
3,9,65,24,0,0,14,10,76,0,23.1,21.5,0,30.5,21,15
0,9,65,26,0,6,91,0,3,0,0,20,0,22,18,18
0,3,62,35,0,21,70,0,9,0,0,20.2,0,24.4,19.3,18
6,15,64,15,0,10,84,0,6,0,21.6,18.3,0,24.8,20,18
3,26,39,32,0,6,84,0,10,0,0,18.5,0,26.7,22,18
6,16,44,24,0,0,70,0,30,0,20.6,17.9,0,27.2,19,18
3,15,64,18,0,18,64,0,18,0,0,19.2,0,23.8,17.2,18
3,9,68,21,0,6,84,0,10,0,21.1,18.3,0,24.2,19,18
3,6,59,32,0,3,82,0,15,0,20.2,19.4,0,28,23,18
3,18,38,41,0,10,81,0,9,0,21.3,18.7,0,28.5,20.2,18
9,9,44,38,0,16,74,0,10,0,0,20.6,0,28.1,24.1,18
6,18,47,29,0,6,68,0,26,0,20.9,19.4,0,25.5,16.7,18
12,26,33,29,0,12,79,0,9,0,0,22.1,0,29,20.1,18
3,21,52,24,0,3,87,0,10,0,19.8,17.5,0,30.5,20.6,18
7,14,54,25,35,50,15,0,0,0,0,19.5,0,23.2,17,1
